0,Model_0,Model_1,Model_2,Average
GO:0009378,0.0,0.0,0.0,0.0
GO:1990328,0.0,0.0,0.0,0.0
GO:0046316,0.0,0.0,0.0,0.0
GO:0000118,0.0,0.0,0.0,0.0
GO:0008526,0.0,0.0,0.0,0.0
GO:0008787,0.0010803716828376479,0.0,0.0,0.00036012389427921595
GO:0031578,0.0,0.0,0.0,0.0
GO:0071788,0.0,0.0,0.0,0.0
GO:0008935,0.0,0.0003013603983140219,0.0,0.00010045346610467396
GO:0006493,0.0,0.0006021596100573299,0.0,0.00020071987001910995
GO:0070056,0.0,0.0,0.0,0.0
GO:0050140,0.0,0.0005607469971034149,0.0,0.0001869156657011383
GO:0070025,0.0,0.0,0.0,0.0
GO:0050343,0.0,0.0,0.0,0.0
GO:0006067,0.0,0.0,0.0,0.0
GO:0106029,0.0,0.0,0.0,0.0
GO:0052692,0.0,0.0,0.0,0.0
GO:0016120,0.0,0.0,0.0,0.0
GO:0000121,0.0,0.0,0.0,0.0
GO:1905117,0.0,0.0,0.0,0.0
GO:1901799,0.0,0.0,0.0,0.0
GO:0018729,0.0,0.0,0.0,0.0
GO:0000821,0.0,0.0,0.0,0.0
GO:0004133,0.0,0.0006057082685138961,0.0,0.00020190275617129868
GO:0006646,0.0,0.0,0.0013527621893793978,0.0004509207297931326
GO:0003884,0.0,0.0,0.0,0.0
GO:0000922,0.0,0.0,0.0,0.0
GO:0046208,0.0,0.0,0.0,0.0
GO:0052832,0.0,0.0,0.0020438970242459185,0.0006812990080819728
GO:0006879,0.0,0.0004573158168632261,0.0,0.00015243860562107536
GO:0071453,0.0,0.0,0.0,0.0
GO:0015891,0.0,0.00010097621111656389,0.001981335499224972,0.0006941039034471787
GO:0031468,0.0,0.0,0.0,0.0
GO:0009390,0.0,0.0,0.0,0.0
GO:0015140,0.0,0.0,0.0,0.0
GO:0055130,0.0,0.001660090747681988,0.0,0.0005533635825606627
GO:0006213,0.0,0.0029250775824245095,0.0,0.0009750258608081699
GO:0004530,0.0,0.0,0.0,0.0
GO:0008933,0.0,0.0,0.0,0.0
GO:0051026,0.0,0.0,0.0,0.0
GO:0019062,0.0,0.0,0.0,0.0
GO:0004252,0.0,0.0,0.0,0.0
GO:0034628,0.0,0.0,0.0,0.0
GO:1904669,0.0,0.0,0.0,0.0
GO:0016297,0.0,0.0,0.0,0.0
GO:0052665,0.0,0.0,0.0069440693112455066,0.0023146897704151687
GO:0033699,0.0,0.0,0.0,0.0
GO:0030123,0.0,0.0,0.0,0.0
GO:1901682,0.0,0.0,0.0,0.0
GO:0007062,0.0,0.0,0.002311312480891927,0.0007704374936306422
GO:1902208,0.0,1.0666848667967176e-18,0.0,3.5556162226557253e-19
GO:0000900,0.0,0.0,0.0,0.0
GO:0045002,0.0,0.0,0.0,0.0
GO:0051058,0.0,0.0,0.0,0.0
GO:0009313,0.0,0.0,0.0,0.0
GO:0000210,0.0002539702985707449,0.0,0.0,8.46567661902483e-05
GO:0000019,0.0,0.0,0.0,0.0
GO:1904377,0.0,0.0,0.0,0.0
GO:0000277,0.0,0.0,0.0,0.0
GO:0005793,0.0,0.0,0.0,0.0
GO:0051957,0.0,0.0,0.0,0.0
GO:0070651,0.0,0.0,0.0,0.0
GO:0030490,0.0,0.0,0.0,0.0
GO:1990877,0.0,0.0,0.0,0.0
GO:0052903,0.0,0.0,0.0,0.0
GO:1900233,0.0,0.0,0.0,0.0
GO:0030788,0.0,0.0,0.0,0.0
GO:0032585,0.0,0.0,0.0,0.0
GO:0019404,0.0,0.0,0.0,0.0
GO:0000393,0.0,0.0,0.0,0.0
GO:0006998,0.0,0.0,0.0,0.0
GO:0016920,0.0,0.0,0.0,0.0
GO:0036055,0.0,0.0,0.0,0.0
GO:0031333,0.0,0.0,0.0,0.0
GO:0160013,0.0,0.0,0.0,0.0
GO:0044804,0.0,0.0,0.0,0.0
GO:0000480,0.0,0.0,0.0,0.0
GO:0047443,0.0009412575872971913,0.0,0.0,0.00031375252909906376
GO:0003973,0.0,0.0,0.002457994590736949,0.0008193315302456498
GO:0006896,0.0,0.0,0.0,0.0
GO:0032014,0.0,0.0,0.0,0.0
GO:0070395,0.0,0.0011009573542210605,0.0027574988356049903,0.0012861520632753503
GO:0004396,0.0005212457047093679,0.0,0.0,0.00017374856823645598
GO:0043773,0.0,0.0016296920840017156,0.0,0.0005432306946672386
GO:0000123,0.0,0.0,0.0,0.0
GO:0050129,0.0,0.0,0.0,0.0
GO:0065004,0.0,0.0,0.0,0.0
GO:0008047,0.0,0.0,0.0,0.0
GO:0019239,0.0006724171843945238,0.0,0.0,0.00022413906146484126
GO:0017038,0.0,0.0013563829787234041,0.0,0.00045212765957446804
GO:0004813,0.0,0.0,0.001992321553017698,0.0006641071843392327
GO:0017061,0.0,0.0,0.0,0.0
GO:0006826,0.0,0.0,0.0,0.0
GO:0008987,1.6210738507941571e-18,0.0,0.0,5.403579502647191e-19
GO:0006227,0.0,0.0,0.0,0.0
GO:0030688,0.0,0.0,0.0,0.0
GO:1990426,0.0,0.0,0.0,0.0
GO:0070298,0.0,0.0009724478743568922,0.0,0.0003241492914522974
GO:0005881,0.0,0.0,0.0,0.0
GO:0046872,0.0,0.0,0.0,0.0
GO:0004040,0.0,0.0,0.0,0.0
GO:1904184,0.0,0.0,0.0,0.0
GO:0004401,0.0011384100266956232,0.001103442061042207,0.0,0.0007472840292459433
GO:0031176,0.0,0.0,0.0,0.0
GO:0045740,0.0,0.0,0.0,0.0
GO:1902394,0.0,0.0,0.0,0.0
GO:0004760,0.001317951435043458,0.0029119637771813484,0.0,0.0014099717374082687
GO:0004592,0.0,0.0,0.0026994908944820684,0.0008998302981606895
GO:0009399,0.0,0.0,0.0,0.0
GO:0034728,0.0,0.0,0.0,0.0
GO:0046358,0.0,0.0,0.0,0.0
GO:0006307,0.0,0.00010287909962312167,0.0,3.4293033207707226e-05
GO:0015254,0.0,0.0,0.0,0.0
GO:0000390,0.0,0.0,0.0,0.0
GO:0000153,0.0,0.0,0.0,0.0
GO:0070626,0.00032045176520750746,0.0,0.001836808490458991,0.0007190867518888328
GO:0003785,0.0,0.0,0.0,0.0
GO:0106158,0.0,0.0,0.0,0.0
GO:0004751,0.0,0.0,0.0011380821920916064,0.00037936073069720215
GO:0004491,0.0,5.217623745071434e-05,0.0,1.7392079150238114e-05
GO:0051321,0.0,0.0,0.0,0.0
GO:0019634,0.0,0.0008127902062281734,0.0029233923122398576,0.0012453941728226769
GO:0009236,0.0,0.0,0.0,0.0
GO:0005677,0.0,0.0,0.0,0.0
GO:0031370,0.0,0.0,0.0,0.0
GO:0052742,0.0,0.0,0.0,0.0
GO:0046688,0.0,0.0,0.0,0.0
GO:0006379,0.0,0.0,0.0,0.0
GO:0043625,0.0,0.0,0.0,0.0
GO:0006955,0.0,0.0,0.0,0.0
GO:0102148,0.0,0.0,0.0,0.0
GO:0090352,0.0,0.0,0.0,0.0
GO:0034515,0.0,0.0,5.520598910554868e-18,1.8401996368516225e-18
GO:0005576,0.0,0.0,0.0,0.0
GO:0004773,0.0,0.0,0.0,0.0
GO:0016094,0.0,0.0,0.0,0.0
GO:0016600,0.0,0.0,0.0,0.0
GO:0046464,0.0,0.0,0.0,0.0
GO:0006529,0.0,0.0,0.0,0.0
GO:0000938,0.0,0.0,0.0,0.0
GO:0097036,0.0,0.0,0.0,0.0
GO:0047343,0.0,0.0013972261585145371,0.0,0.00046574205283817904
GO:0006935,0.0,0.0,0.0,0.0
GO:0008300,0.0,0.0,0.0,0.0
GO:0008963,0.0,0.0,0.0,0.0
GO:0008296,0.0,0.0,0.0,0.0
GO:0009083,0.0,0.0,0.0,0.0
GO:0006811,0.0,0.0,0.0,0.0
GO:0043629,0.0,0.0,0.0,0.0
GO:0018230,0.0,0.0,0.0,0.0
GO:0102443,0.0,0.0,0.0,0.0
GO:0010391,0.0011269337737793207,0.0,0.0,0.0003756445912597736
GO:0034473,0.0,0.0,0.0,0.0
GO:0006273,0.0,0.0,0.0,0.0
GO:0009636,0.0012753804914601827,0.0,0.0,0.0004251268304867276
GO:0033927,0.0,0.0007776604835871896,0.0,0.0002592201611957299
GO:0090110,0.0,0.0,0.0,0.0
GO:0070569,0.0,0.0,0.0,0.0
GO:0000773,0.0,0.0,0.001995336797164928,0.0006651122657216428
GO:0001096,0.0,0.0,0.0,0.0
GO:0140042,0.0,0.0,0.0,0.0
GO:0046052,0.0,0.0,0.0,0.0
GO:0097176,0.0,0.0,0.0,0.0
GO:0009301,0.0,0.0,0.0,0.0
GO:0031389,0.0,0.0,0.0,0.0
GO:0032366,0.0,0.0,0.0,0.0
GO:0015341,0.0,0.0,0.0,0.0
GO:0000025,0.0,0.0,0.0,0.0
GO:0097268,0.0,0.0,0.0,0.0
GO:0102130,0.0,0.0,0.0,0.0
GO:0008659,0.0,0.0,0.001514832721535587,0.0005049442405118623
GO:0046689,0.0,0.0,0.0,0.0
GO:0052730,0.0,0.0,0.0,0.0
GO:0008913,0.0,0.0,0.0,0.0
GO:0019103,0.0,0.0,0.0,0.0
GO:0006566,0.0,0.0,0.0,0.0
GO:0004708,0.0,0.0,0.0,0.0
GO:0000032,0.0,0.0,0.0,0.0
GO:0032994,0.0,0.0,0.0,0.0
GO:0007535,0.0,0.0,0.0,0.0
GO:0043818,0.0,0.0,0.0,0.0
GO:0015829,0.0,0.0,0.0,0.0
GO:0106277,0.0,0.0,0.0,0.0
GO:0015225,0.0,0.0,0.0,0.0
GO:0043069,0.0,0.0,0.0,0.0
GO:0090173,0.0,0.0,0.0,0.0
GO:0046135,0.0,0.0,0.0,0.0
GO:0004644,0.0,0.0,0.0,0.0
GO:0000270,0.0,0.0,0.0,0.0
GO:0004616,0.0,0.0005130315500685885,0.0,0.0001710105166895295
GO:0045232,0.0,0.0,0.0,0.0
GO:0044284,0.0,0.0,0.0,0.0
GO:0004160,0.0012047047428418143,0.0,2.452849006808421e-18,0.0004015682476139389
GO:0047866,0.0,0.0,0.0,0.0
GO:0062193,0.0,0.000513418631233199,0.0,0.0001711395437443997
GO:0036218,0.0012049827024351169,0.00035884540106592304,0.0,0.0005212760345003467
GO:0015031,0.0,0.0,0.0,0.0
GO:0090563,0.0,0.0,0.0,0.0
GO:1901858,0.0,0.0,0.0,0.0
GO:0000077,0.0,0.0,0.0,0.0
GO:0016765,0.0,0.0,0.0,0.0
GO:0000224,0.0,0.0,0.0,0.0
GO:0046890,0.0,0.0008874314014188175,0.0,0.00029581046713960584
GO:0044030,0.0,0.0,0.0,0.0
GO:0043170,0.0,0.0,0.003767756167997312,0.0012559187226657707
GO:0032422,0.0,0.0,0.0,0.0
GO:0005852,0.0,0.0,0.0,0.0
GO:0002058,0.0,0.0,0.0,0.0
GO:0007020,0.0,0.0,0.0,0.0
GO:1990467,0.0,0.0,0.0,0.0
GO:0004652,0.0014421258888900961,0.0,0.0,0.000480708629630032
GO:0000407,0.0,0.0,0.0,0.0
GO:0097695,0.0,0.0,0.0,0.0
GO:0043856,0.0,0.0,0.0,0.0
GO:0051908,0.0,0.0,0.0,0.0
GO:0031411,0.0,0.0,0.0,0.0
GO:0016973,0.0,0.0,0.0,0.0
GO:0014074,0.0,0.0,0.0,0.0
GO:0008830,0.0,0.0,0.0,0.0
GO:1901408,0.0,0.0,0.0,0.0
GO:0008800,0.0,0.0,0.0,0.0
GO:0008242,0.0,0.0,0.0,0.0
GO:0090529,0.0,0.0005379504967958137,0.0,0.00017931683226527124
GO:0043462,0.0,0.0,0.0,0.0
GO:0030174,0.0,0.0,0.0,0.0
GO:0050572,0.0,0.0,0.0,0.0
GO:0030964,0.0,0.0,0.0,0.0
GO:0008160,0.0,0.0,0.0,0.0
GO:1904287,0.0,0.0,0.0,0.0
GO:1905477,0.0,0.0,0.0,0.0
GO:0016841,0.0,1.4846109470969742e-05,0.0,4.9487031569899144e-06
GO:0032106,0.0,0.0,0.0,0.0
GO:0047475,0.0,0.0,0.0,0.0
GO:0060261,0.0,0.0,0.0,0.0
GO:0052735,0.0,0.0,0.0,0.0
GO:1990616,0.0,0.0,0.0,0.0
GO:1905168,0.0,0.0,0.0,0.0
GO:0030436,0.0,0.0,0.0,0.0
GO:0003849,0.0,0.0,0.0,0.0
GO:1902358,0.0,0.0,0.0,0.0
GO:0005540,0.0,0.0,0.0,0.0
GO:0050922,0.0,0.0,0.0,0.0
GO:0016255,0.0,0.0,0.0,0.0
GO:1990334,0.0,0.0,0.0,0.0
GO:0008171,0.0005190972090315793,0.0,0.0,0.00017303240301052645
GO:0048678,0.0,0.0009122298868097106,0.0,0.0003040766289365702
GO:0015914,0.0,0.0,0.0013237499717787676,0.0004412499905929225
GO:0015528,0.0,0.0,0.0,0.0
GO:0009401,0.0005957194416762007,0.0004021440798969268,0.0,0.00033262117385770917
GO:0004822,0.0,0.0,0.0,0.0
GO:0031415,0.0,1.0972865194001535e-18,0.0,3.657621731333845e-19
GO:0009967,0.0,0.0,0.0,0.0
GO:0004560,0.0,0.0,0.0,0.0
GO:0016024,0.0,0.0,0.0,0.0
GO:0008750,0.0007296085371890506,0.0022323245983944225,0.0015533332884522964,0.0015050888080119231
GO:0036290,0.0,0.0,0.0,0.0
GO:0102210,0.0,0.0,0.006299000007569448,0.002099666669189816
GO:1990644,0.0,0.0,0.0,0.0
GO:0004697,0.0,0.0,0.0,0.0
GO:0035859,0.0,0.0,0.0,0.0
GO:0035863,0.0,0.0,0.0,0.0
GO:0052857,0.0,0.0,0.0,0.0
GO:0047646,0.0,0.0,0.0,0.0
GO:0043766,0.0,0.0,0.0,0.0
GO:0012501,0.0,0.0,0.0,0.0
GO:0004349,0.0,0.0,0.0,0.0
GO:0018112,0.0,0.0,0.0,0.0
GO:0006511,0.0,0.0,0.0,0.0
GO:0005983,0.000566215850972388,0.0,0.0,0.00018873861699079597
GO:0042843,0.0,0.0,0.0,0.0
GO:0005516,0.0,0.0,0.0,0.0
GO:0035694,0.0,0.0,0.0,0.0
GO:0015977,0.0013995456020772484,0.0014117923729445648,0.0,0.0009371126583406043
GO:0034200,0.0,0.0,0.0,0.0
GO:0004438,0.0,0.0,0.0,0.0
GO:0043805,0.0,0.0,0.0,0.0
GO:0009731,0.0,0.0,0.0,0.0
GO:0042219,0.0,0.0,0.0,0.0
GO:0032984,0.0,0.0,0.0,0.0
GO:0016154,0.0,0.001162002631210649,0.0,0.00038733421040354965
GO:0051536,0.0,0.00019283106473257474,0.0,6.427702157752492e-05
GO:0008235,0.0,0.00030676347904381416,0.0,0.00010225449301460471
GO:1904564,0.0,0.0,0.0,0.0
GO:0009447,0.0,0.0,0.0,0.0
GO:0140570,0.0,0.0,0.0,0.0
GO:0015046,0.0,0.0,0.0,0.0
GO:0000320,0.0,0.0,0.0,0.0
GO:0032180,0.0,0.0,0.0,0.0
GO:0052547,0.0,0.0,0.0,0.0
GO:0004764,0.0,0.0,0.0,0.0
GO:0004864,0.0,0.0,0.0,0.0
GO:0102561,0.0035392827533564696,0.0,0.0,0.00117976091778549
GO:0004305,0.0,0.0,0.0,0.0
GO:0000455,0.002008902946044645,0.0017541688876077936,0.0001615969581749102,0.0013082229306091162
GO:0030152,1.6791116640511529e-18,0.0,0.0,5.597038880170509e-19
GO:0071472,0.0,0.0,0.0,0.0
GO:0036440,0.0,0.0,0.0,0.0
GO:0048024,0.0,0.0,0.0,0.0
GO:0004372,0.0,0.0,0.0,0.0
GO:0003854,0.0,0.0,0.0,0.0
GO:0072354,0.0,0.0,0.0,0.0
GO:0004787,0.0,0.0011562808851942432,0.0,0.0003854269617314144
GO:0000783,0.0,0.0,0.0,0.0
GO:1904380,2.5840089637955624e-18,0.0,0.0,8.613363212651875e-19
GO:0043490,0.0,0.0,0.0,0.0
GO:0031120,0.0,0.0,0.0,0.0
GO:0050829,0.0,0.0,0.0,0.0
GO:0106418,0.0,0.0,0.0,0.0
GO:0034029,0.0010196642203679509,0.0,0.0,0.00033988807345598364
GO:0120029,0.0,0.000799735324250612,0.0,0.0002665784414168707
GO:1990230,0.0,0.0,0.0,0.0
GO:0019350,0.0,0.0,0.0,0.0
GO:0003989,0.0,0.0,0.0,0.0
GO:0044281,0.0,0.0007280985387928648,0.0,0.00024269951293095493
GO:0016653,0.0014937106918238986,0.0,0.0,0.0004979035639412995
GO:0008559,0.0,0.0,0.0,0.0
GO:0017116,0.0,0.0,0.0,0.0
GO:0030126,0.0,0.0,0.0,0.0
GO:0042279,0.0,0.000887725366337084,0.0,0.00029590845544569467
GO:1990190,0.0,0.0,0.0,0.0
GO:0004711,0.0,0.0,0.0,0.0
GO:0018826,0.005788455689782409,0.0038231624313507136,0.0,0.0032038727070443744
GO:0000015,0.0,0.0,0.0,0.0
