,Best parameters,Validation set indices,Threshold,Training performance,Validation performance,Test performance
0,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 300}",[14 77 47 66 36 81  1 19 38 79  2 45 63 22 31 28  4 55 56 13  6 60],0.3477,1.0,0.8471,0.8333
1,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 900}",[26 45 75 52 46 19 30 79 86 31  6 18 41 80 68 29 27 56 10 83 61 43],0.2556,1.0,0.8941,0.7847
2,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 900}",[19 58 68 81 80  0 84 47  9 61 86 52 73 36 78 15 42  3 39 54 71 34],0.291,1.0,0.8471,0.7639
3,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 700}",[49 25 83 71 84 20 75 55 82 24 40 33  7 26 70 54 34 72 52  8 38 58],0.27,1.0,0.8412,0.8333
4,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 700}",[82 42 56 38 20 35 37 33 62 29 25 66  5 18 11 57 53 78 76 14 60 32],0.2814,1.0,0.8,0.8056
5,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",[12 79  4 55 28 32  7 48 13 18 44 45 71 67 24 34 84 33 25 75 63 68],0.29,1.0,0.9353,0.8819
6,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 700}",[25 87 80  5  8  0 61 84  1 77 50 43  4 22 82  7 13 75 32 24 53 62],0.2978,1.0,0.8588,0.6944
7,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 700}",[81 43 19 64 45 39 37 26 76 79 20 54 69 28 22 74 23 56 78 36 17 32],0.3134,1.0,0.9412,0.7639
8,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 700}",[13 32 48 43 46 66 24 68  1 29 59 49 79  5 26 38 64 22 18  7 36 56],0.2928,1.0,0.8471,0.7639
9,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 700}",[81 43 19 64 45 39 37 26 76 79 20 54 69 28 22 74 23 56 78 36 17 32],0.3134,1.0,0.9412,0.7639
10,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 700}",[13 32 48 43 46 66 24 68  1 29 59 49 79  5 26 38 64 22 18  7 36 56],0.2928,1.0,0.8471,0.7639
11,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 700}",[81 43 19 64 45 39 37 26 76 79 20 54 69 28 22 74 23 56 78 36 17 32],0.3134,1.0,0.9412,0.7639
12,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 700}",[13 32 48 43 46 66 24 68  1 29 59 49 79  5 26 38 64 22 18  7 36 56],0.2928,1.0,0.8471,0.7639
13,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 700}",[81 43 19 64 45 39 37 26 76 79 20 54 69 28 22 74 23 56 78 36 17 32],0.3134,1.0,0.9412,0.7639
14,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 700}",[13 32 48 43 46 66 24 68  1 29 59 49 79  5 26 38 64 22 18  7 36 56],0.2928,1.0,0.8471,0.7639
15,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 700}",[81 43 19 64 45 39 37 26 76 79 20 54 69 28 22 74 23 56 78 36 17 32],0.3134,1.0,0.9412,0.7639
16,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 700}",[13 32 48 43 46 66 24 68  1 29 59 49 79  5 26 38 64 22 18  7 36 56],0.2928,1.0,0.8471,0.7639
17,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 700}",[81 43 19 64 45 39 37 26 76 79 20 54 69 28 22 74 23 56 78 36 17 32],0.3134,1.0,0.9412,0.7639
18,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 700}",[13 32 48 43 46 66 24 68  1 29 59 49 79  5 26 38 64 22 18  7 36 56],0.2928,1.0,0.8471,0.7639
19,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 700}",[81 43 19 64 45 39 37 26 76 79 20 54 69 28 22 74 23 56 78 36 17 32],0.3134,1.0,0.9412,0.7639
