,Best parameters,Validation set indices,Threshold,Training performance,Validation performance,Test performance
0,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 700}",[ 2 63 16 73  1 80 56 78 68 28 44 81 85 50 53 35 37 36 47  8 15 76],0.2057,1.0,0.7588,0.8941
1,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 100}",[30 27 34 78 31 73  9 21 35 63 46 65 86 49 82 20 84 80 28 42 48 53],0.3972,1.0,0.9529,0.7529
2,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 700}",[37 51 36 31 46 44 73 14 33 17 59 22 43 62 50 80 56 66 34 27 57 16],0.3009,1.0,0.6235,0.8588
3,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 900}",[ 7 87 34 44 15 12 10 74 26 13 68 79 46 60 36 85 37 75 28 71 39 24],0.2601,1.0,0.5647,0.9529
4,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 700}",[28 26 16 46 62 85 45 53 58 63  7  1 83  0 78 29 12 19  8 40 68 21],0.284,1.0,0.8353,0.8706
5,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",[63 11 17 77 18 14  3 40 48 19 68 66 25 49 74 85 36 21 10 35 27 75],0.19,1.0,0.6647,0.8353
6,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",[38 46 80 36 87  6 68 61 56 55 72 30 58 15 45 85 18 43 32 20 28 35],0.3231,1.0,0.9059,0.9176
7,"{'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 700}",[76  8 12 33 63 44  1 83 72 36 32 11 65 85 43 86 46 64 57 49  6 54],0.2057,1.0,0.7176,0.7529
8,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",[58 28 76 38 22 77 19 51  1 55 23 62 74 37  8 82 52 67 54 61 81 48],0.1745,1.0,0.5059,0.7765
9,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 900}",[ 5 31 57 80 39  1 32 34 10 84 26 61  0 46  7 50  3 69 55 68 37  4],0.2233,1.0,0.7765,0.8235
10,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",[51 84 13 43 77 17 24 12 11  7 47 16 81 21 40 33  3 52 66 59 20 55],0.3474,1.0,0.8471,0.8941
11,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",[ 1 44 54 65 23 80 50 87 18 25 22 63 45 34 17 46 62 32 12 84  4 40],0.3607,1.0,0.6588,0.8118
12,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",[17 19 36 16 72 14 49 86 73 67 84 83 76 58  4 32 80 47 25 60 46  9],0.3374,1.0,0.9176,0.8706
13,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 500}",[87 38  2  4 83 82 57 15 50  5 33 19 44 30 63 23 49 39 27 62 79 65],0.182,1.0,0.7176,0.7765
14,"{'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 900}",[69 19 25 80 62  2 47 27  4 14 38 49 66 48 37 51 68 65  1 87 33 32],0.1851,1.0,0.6941,0.7765
15,"{'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 4, 'n_estimators': 100}",[58  6 35  9 48 83 70 54 36 37 18 32 80 38 59 76 22 50 79 61  7 33],0.2695,1.0,0.5176,0.6353
16,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 700}",[17 26 36 12 11 76 47 15 48 69 60 54 21  5 59 75 50  8 64 83 84 29],0.3336,1.0,0.8235,0.9294
17,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 300}",[34 85 54 80  9 52 59 81  4 65  3 26 20 47 76 56 35 30 22 53  1 75],0.3403,1.0,0.8353,0.9059
18,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300}",[60  4 27 17 15  1 68 42  0 38 28  6  7 18 46 19 77 51 75 84 29 16],0.1546,1.0,0.5882,0.8353
19,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 900}",[19 59 55 15 71 14 42 47 80 30 23 16  2 67 29 72 12 84  4  6 41 25],0.2669,1.0,0.8588,0.9176
