,Best parameters,Validation set indices,Threshold,Training performance,Validation performance,Test performance
0,"{'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 700}",[25 14  8 86 87 43 74 36 59 71 28 21 58 51 31  2 63 11 19 62 47 79],0.2043,1.0,0.8588,0.8294
1,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 500}",[60 73  9 17 33  3 49  5  6 86 55 63 71 77 54 11 84 39 51 81 68 18],0.1578,1.0,0.4118,0.8941
2,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 900}",[ 5 42  7 82 53  1 44 46 15 84 36 12  0 60  8 66  3 75 72 38 49  4],0.2462,1.0,0.7529,0.8353
