0,Model_0,Model_1,Model_2,Average
GO:0016868,0.022794401136987746,0.003444302659833723,0.0020537411911245814,0.009430814995982017
4.1.2.-,0.009250882577477939,0.0034361915614697937,0.004197636299645849,0.005628236812864527
1.1.1.22,0.0,0.005472383753109598,0.00877259441192481,0.004748326055011469
GO:0071702,0.004908129439505268,0.001747812483788823,0.005335224136923973,0.003997055353406022
1.1.1.37,0.0003462709284627119,0.002011130166715328,0.00549723587240335,0.00261821232252713
4.2.3.3,0.00025664811379097203,0.0010642179991445786,0.0029234228165103183,0.0014147629764819562
GO:0032049,0.0016642867206064906,0.003334526570594971,0.008536025690204077,0.004511612993801846
GO:0047605,0.00383484086954434,0.005261812657060552,0.0009593630164609095,0.003352005514355267
2.1.2.1,0.005273306857188035,0.001466532115157106,0.003573455511406954,0.0034377648279173647
GO:0008814,0.015152117386609267,0.0017799424618162682,0.0023637077222136114,0.006431922523546382
GO:0000272,0.0016784414136513319,0.0010287874669795668,0.0052599064938083345,0.0026557117914797444
GO:0006002,0.0018173337863429588,0.00343208405436269,0.001094867073254718,0.0021147616379867886
GO:0008808,0.002607946918505921,0.0031633694849896895,0.00661457175383401,0.00412862938577654
GO:0008815,0.01816032949603301,0.005346595816371101,0.001184731461364425,0.008230552257922845
GO:0004372,0.004471357336804286,0.0019122151944122214,0.0033591058463583517,0.0032475594591916197
4.1.3.6,0.03335813373980677,0.006551990288320795,0.0018571262504313761,0.013922416759519647
3.2.1.52,5.015958599817896e-18,0.0035999369877796044,0.00423632452487295,0.0026120871708841865
2.8.3.10,0.015534179408266843,0.0033709095039273426,0.0006557777837316265,0.006520288898641938
GO:0004139,0.0032071100544397366,0.0010258166572701037,0.002408570032402555,0.002213832248037465
GO:0032440,0.007615547142908407,0.011507812363996544,0.0015345415014072316,0.006885967002770728
GO:0008484,2.7724333279890242e-05,0.0015375353420147714,0.0019947318007662797,0.001186663825353647
GO:0004122,0.0034214180802200882,0.0031001164691918945,0.0028271302142642524,0.003116221587892078
GO:0015667,0.0018755597307486653,0.007759681754792619,0.0026560600919438644,0.004097100525828383
GO:0003839,0.0043819146841136665,0.0006709292087800757,0.00037891736004943665,0.001810587084314393
GO:0004126,0.0008005355152094318,0.0015775730093804295,9.752633960427096e-05,0.0008252116213980442
GO:0102148,0.0,0.0017911803616381804,0.0027779004133009783,0.0015230269249797196
GO:0008910,0.0,0.005210163740030711,0.0027660993353600424,0.0026587543584635845
GO:0006065,0.0015199870292774192,0.004117158773182432,0.006781801727730698,0.004139649176730184
GO:0003864,4.959748141939372e-18,0.0013092986334246335,0.0037247477256675036,0.001678015453030714
GO:0017065,0.006180287093962581,0.004986229494334977,0.0009291100654221234,0.004031875551239894
GO:0006144,0.0026183645257000223,0.001703356877529667,0.002148815785474911,0.0021568457295682002
2.7.7.9,0.0006116207951070324,0.002465334601042681,0.0018290732126192912,0.0016353428695896682
GO:0019677,0.007588695629971065,0.0021846674976485725,0.003915133492865659,0.004562832206828432
GO:0002098,0.0028020127150499854,0.003952292428549748,0.005448087205667876,0.004067464116422536
GO:0006555,0.00037828239345673764,0.0008774325528072208,0.0016630861076264332,0.0009729336846301305
