0,Model_0,Model_1,Average
GO:0015667,0.0,0.0,0.0
GO:0071578,0.0,0.0,0.0
GO:0032012,0.0,0.0,0.0
GO:0003844,0.0,0.0,0.0
GO:0047151,0.0006014766142570871,0.00047354447544301173,0.0005375105448500495
GO:0090144,0.0,0.0,0.0
GO:0008419,0.0,0.0,0.0
GO:0008715,0.0,2.995718344865615e-05,1.4978591724328075e-05
GO:0010314,0.0,0.0,0.0
GO:0070056,0.0,0.0,0.0
GO:0032574,0.0,0.0,0.0
GO:0033734,0.0,0.0,0.0
GO:0046140,0.0,0.0005842123824539117,0.00029210619122695586
GO:2001023,0.0,0.0,0.0
GO:0031490,0.0,0.0,0.0
GO:0032452,0.0,0.0,0.0
GO:0000177,0.0,0.0,0.0
GO:0033859,0.0,0.0,0.0
GO:0047693,0.0,0.0,0.0
GO:0017018,0.0,0.00035535201758350965,0.00017767600879175482
GO:0071819,0.0,0.0,0.0
GO:0034462,0.0,0.0,0.0
GO:0043906,0.0,0.0,0.0
GO:0033677,0.0,0.0,0.0
GO:0046557,0.0,0.0,0.0
GO:0070981,0.0,0.0,0.0
GO:0015836,0.0,0.0,0.0
GO:0043008,0.0,0.0,0.0
GO:0032055,0.0,0.0,0.0
GO:0044238,0.0,5.913783507400513e-05,2.9568917537002565e-05
GO:1902657,0.0,0.0,0.0
GO:0000993,0.0,0.0,0.0
GO:0042393,0.0,0.0,0.0
GO:0034040,0.0,0.0002172334593262573,0.00010861672966312866
GO:0000126,0.0,0.0,0.0
GO:0046942,0.0,0.0,0.0
GO:0071595,0.0,0.0,0.0
GO:0009152,0.0,5.300745221336988e-05,2.650372610668494e-05
GO:0010971,0.0,0.0,0.0
GO:0009036,4.9119934506751566e-05,1.6005304403756516e-18,2.4559967253376582e-05
GO:0004030,0.0,0.0015254663663421873,0.0007627331831710937
GO:0008610,0.0,0.0009622482690701873,0.00048112413453509366
GO:0004494,0.0,0.0,0.0
GO:0015091,0.0,0.0,0.0
GO:0015213,0.0,0.0,0.0
GO:0003998,0.0,0.0,0.0
GO:1905261,0.0,0.0,0.0
GO:0046481,0.0,0.0,0.0
GO:0099616,0.0,0.0,0.0
GO:0071001,0.0,0.0,0.0
GO:0019867,0.0,0.0004170216054169047,0.00020851080270845235
GO:0051031,0.0,0.0,0.0
GO:0050105,0.0,0.0,0.0
GO:0016482,0.0,0.0,0.0
GO:0030114,0.0,0.0,0.0
GO:0006452,0.0,0.0,0.0
GO:0044780,0.0,0.0,0.0
GO:0004407,0.0008431469305853597,0.0,0.00042157346529267983
GO:0004753,0.0,0.0,0.0
GO:0042030,0.0,0.0,0.0
GO:0007009,0.0,0.0,0.0
GO:0004163,0.0,4.418511941461113e-19,2.2092559707305566e-19
GO:0042773,0.0,0.0003456516589425433,0.00017282582947127166
GO:0005826,0.0,0.0,0.0
GO:0036402,3.80905739433339e-05,8.495815810713654e-06,2.3293194877023778e-05
GO:0051920,0.0,0.0013392154076428005,0.0006696077038214003
GO:1902806,0.0,0.0,0.0
GO:0005462,0.0,0.0,0.0
GO:1903833,0.0,0.0,0.0
GO:0032541,0.0,0.0,0.0
GO:0050558,0.0,0.0,0.0
GO:0070813,0.0,0.0,0.0
GO:0000027,0.0,0.0,0.0
GO:0043824,0.0,0.0,0.0
GO:0070896,0.0,0.0,0.0
GO:0043766,0.0,0.0,0.0
GO:0005846,0.0,0.0,0.0
GO:0006545,0.0,0.0,0.0
GO:0006913,0.0,0.0,0.0
GO:0015190,0.0,0.0,0.0
GO:0006360,0.0,0.0,0.0
GO:0030864,0.0,0.0,0.0
GO:0044804,0.0,0.0,0.0
GO:0043464,0.0,0.0,0.0
GO:0009072,0.0,0.00014603363399081504,7.301681699540752e-05
GO:0052689,0.0,0.0002749991746723449,0.00013749958733617245
GO:0005048,0.0,0.0005238200562001638,0.0002619100281000819
GO:0005773,0.0,0.0,0.0
GO:0010265,0.0,0.0,0.0
GO:0016139,0.0,3.4823789373420014e-19,1.7411894686710007e-19
GO:0004722,0.0,0.0,0.0
GO:0044273,0.0,0.0,0.0
GO:0090282,0.0,0.0,0.0
GO:0004024,0.0,0.0,0.0
GO:0045016,0.0,0.0,0.0
GO:0102028,0.0,0.0,0.0
GO:1990333,0.0,0.0,0.0
GO:1903136,0.0,0.0,0.0
GO:0046174,0.0,0.0,0.0
GO:0005813,0.0,0.0,0.0
GO:1990247,0.0,0.0,0.0
GO:0140679,0.0,0.0,0.0
GO:0033862,0.0,9.095060539279362e-05,4.547530269639681e-05
GO:0043213,0.0,0.0,0.0
GO:0008693,0.0,0.0,0.0
GO:0004135,0.0,0.003983729224925614,0.001991864612462807
GO:0005092,0.0,0.0,0.0
GO:0019538,0.0,0.0,0.0
GO:0120151,0.0,0.0,0.0
GO:0031941,0.0,0.0,0.0
GO:0004038,0.0,0.00021037225861888982,0.00010518612930944491
GO:0070319,0.0,0.0,0.0
GO:0007120,0.0,0.0,0.0
GO:0031261,0.0,0.0,0.0
GO:0062137,0.0,0.0,0.0
GO:0043570,0.0,0.0,0.0
GO:0006196,0.0,0.0,0.0
GO:0043461,0.0,0.0,0.0
GO:0051792,0.0,0.0,0.0
GO:0033920,0.0,0.0002547123527604682,0.0001273561763802341
GO:0016731,0.0,0.00020792342012262155,0.00010396171006131078
GO:0000333,0.0,0.0,0.0
GO:0002055,0.0,0.0,0.0
GO:0019628,0.0,0.0,0.0
GO:0097505,0.0,0.0,0.0
GO:0044211,0.0,0.0,0.0
GO:0000827,0.0,0.0,0.0
GO:0051285,0.0,0.0,0.0
GO:0008275,0.0,0.0,0.0
GO:0001156,0.0,0.0,0.0
GO:0047459,0.0,0.0,0.0
GO:1903241,0.0,0.0,0.0
GO:0046098,0.0,0.0,0.0
GO:0090334,0.0,0.0,0.0
GO:0045732,0.0,0.0,0.0
GO:0140678,0.0,0.0,0.0
GO:0030071,0.0,0.0,0.0
GO:0042989,0.0,0.0,0.0
GO:0000963,0.0,0.0,0.0
GO:0097422,0.0,0.0,0.0
GO:0106141,0.0,0.00034438858622993796,0.00017219429311496898
GO:0004471,0.0,0.0,0.0
GO:0008662,0.0,0.0,0.0
GO:0030388,0.0,0.0,0.0
GO:0016237,0.0,0.0,0.0
GO:0006479,0.0,0.0,0.0
GO:0033550,0.0,0.0,0.0
GO:0030060,0.0,0.0006124306145516821,0.00030621530727584104
GO:0018189,0.0,0.0,0.0
GO:0045974,0.0,0.0,0.0
GO:0052723,0.0,0.0,0.0
GO:0008409,0.0,0.00045516175895623595,0.00022758087947811798
GO:0005052,0.0,0.0,0.0
GO:0008813,0.0,0.0,0.0
GO:0009594,0.0,0.0,0.0
GO:0004622,0.0,0.0,0.0
GO:0006614,0.0,0.0,0.0
GO:0032509,0.0,0.0,0.0
GO:0042864,0.0,0.0,0.0
GO:0043486,0.0,0.0,0.0
GO:1902543,0.0,0.0,0.0
GO:0097587,0.0,0.0,0.0
GO:0000463,0.0,0.0,0.0
GO:0047112,0.0,6.901918888051261e-05,3.450959444025631e-05
GO:2001042,0.0,0.0,0.0
GO:0030906,0.0,0.0,0.0
GO:0042931,0.0,7.6491408552250535e-19,3.8245704276125267e-19
GO:0090329,0.0,3.856672873785703e-19,1.9283364368928516e-19
GO:0030436,0.0,0.0,0.0
GO:0005815,0.0,0.0,0.0
GO:1901505,0.0,0.0,0.0
GO:1901381,0.0,0.0,0.0
GO:0006565,0.0,0.0,0.0
GO:0003691,0.0,0.0,0.0
GO:0072334,0.0,0.0,0.0
GO:0045982,0.0,0.0,0.0
GO:0071627,0.0,0.0,0.0
GO:0070403,0.0,0.0004717450054047933,0.00023587250270239664
GO:0019887,0.0,0.0,0.0
GO:0016925,0.0,0.0,0.0
GO:0018277,0.0,0.0004542896648895765,0.00022714483244478824
GO:0090069,0.0,0.0,0.0
GO:0046087,0.0,0.0,0.0
GO:0030908,0.0,0.0,0.0
GO:0032266,0.0,0.0,0.0
GO:0019236,0.0,0.0,0.0
GO:0008820,0.0011494805904866056,0.0008637574354245015,0.0010066190129555536
GO:0042500,0.0,0.0,0.0
GO:0046408,0.0,0.0,0.0
GO:0006189,0.0,0.0,0.0
GO:0016154,0.0,1.0653301172119354e-18,5.326650586059677e-19
GO:0000413,0.0,0.0,0.0
GO:0015194,0.0,0.0,0.0
GO:0033794,0.0,0.00028748947433670174,0.00014374473716835087
GO:0070463,0.0,0.0,0.0
GO:0000922,0.0,0.0,0.0
GO:0000035,0.0,0.0,0.0
GO:0070095,0.0,0.0,0.0
GO:0061543,0.0,0.0,0.0
GO:0001932,0.0,0.0,0.0
GO:0008792,0.0,0.00012033033117248692,6.016516558624346e-05
GO:0030437,0.0,0.0,0.0
GO:0006571,0.0,0.00022196708114115388,0.00011098354057057694
GO:0030515,0.0,0.0,0.0
GO:0001680,0.0,0.0,0.0
GO:0004338,0.0,0.0,0.0
GO:0035658,0.0,0.0,0.0
GO:0004611,0.0,0.0,0.0
GO:0006386,0.0,0.0,0.0
GO:0106008,0.0,0.0,0.0
GO:0047129,0.0,0.0,0.0
GO:0004503,0.0,0.0,0.0
GO:0001010,0.0,0.0,0.0
GO:0033014,0.0,0.0005862048628630535,0.00029310243143152673
GO:1900232,0.0,0.0,0.0
GO:0051171,0.0,0.0,0.0
GO:0004814,0.0,0.0,0.0
GO:0032038,0.0,0.0,0.0
GO:0000170,0.0,0.0,0.0
GO:0016480,0.0,0.0,0.0
GO:0016052,0.0,0.0,0.0
GO:0033192,0.0,0.0,0.0
GO:0051872,0.0,0.0,0.0
GO:0043778,0.0,0.0,0.0
GO:0051179,0.0,0.0,0.0
GO:0008762,0.0,0.0,0.0
GO:1902626,0.0,0.0,0.0
GO:0001002,0.0,0.0,0.0
GO:0000432,0.0,0.0,0.0
GO:0071704,0.0,0.0034780995446410663,0.0017390497723205332
GO:0052692,0.0,0.0,0.0
GO:1990050,0.0,0.0,0.0
GO:0071111,0.0,0.0001846968771011249,9.234843855056245e-05
GO:0036220,0.0,0.0,0.0
GO:0030905,0.0,0.0,0.0
GO:0006288,0.0031934534066005017,0.0,0.0015967267033002509
GO:0042147,0.0,0.0,0.0
GO:0004830,0.0,0.0,0.0
GO:0032580,0.0,0.0,0.0
GO:2000060,0.0,0.0,0.0
GO:0043628,0.0,0.0,0.0
GO:0033735,0.0,7.65967803057556e-05,3.82983901528778e-05
GO:0018343,0.0,0.0,0.0
GO:0140355,0.0,0.0,0.0
GO:0032324,0.0029148801114309624,0.00014985830965130061,0.0015323692105411316
GO:0034432,0.0,0.0,0.0
GO:0016852,0.0,0.0010464480768881627,0.0005232240384440813
GO:0052621,0.0,0.0003819310352762454,0.0001909655176381227
GO:0009046,0.0,0.0,0.0
GO:0102559,0.0,0.0,0.0
GO:0006418,0.0,0.0,0.0
GO:0097042,0.0,0.0,0.0
GO:0008374,0.0,0.0,0.0
GO:0018551,0.0,0.00045295865672377274,0.00022647932836188637
GO:0046256,0.0,0.0,0.0
GO:0042777,0.0,0.0,0.0
GO:0004843,0.0,0.0,0.0
GO:0044205,0.0,0.0,0.0
GO:0042959,0.0,0.0,0.0
GO:1900407,0.0,0.0,0.0
GO:0008806,0.0,0.0,0.0
GO:0004764,0.0,4.071270874761362e-05,2.035635437380681e-05
GO:0035101,0.0,0.0,0.0
GO:0000974,0.0,0.0,0.0
GO:1901006,0.0,6.115958256945871e-19,3.0579791284729354e-19
GO:0045722,0.0,0.0,0.0
GO:0004099,0.0,0.0,0.0
GO:1901642,0.0,0.0,0.0
GO:1990072,0.0,0.0,0.0
GO:0004089,0.0,8.135587908592193e-05,4.0677939542960966e-05
GO:0071211,0.0,6.578548019473618e-19,3.289274009736809e-19
GO:1900189,0.0,0.0,0.0
GO:0000469,0.0,0.0,0.0
GO:2000622,0.0,0.0,0.0
