0,Model_0,Model_1,Model_2,Model_3,Model_4,Average
GO:0102340,0.0,0.0,0.0,0.0,0.0,0.0
GO:0007229,0.0,2.717979639504925e-19,0.0,0.0,0.001833340643226058,0.0003666681286452117
GO:0007166,0.0,0.0,0.0,0.0,0.0,0.0
GO:0047975,0.0,0.0001907039065421396,5.568819799594309e-05,0.0,0.0,4.927842090761654e-05
GO:0016593,0.0,0.0,0.0,0.0,0.0,0.0
GO:0034968,0.0,0.0,0.0,0.0,0.0,0.0
GO:0006415,0.0,0.0,0.0001862075356785087,9.197465743838343e-19,0.0,3.724150713570193e-05
GO:0045921,0.0,0.0,0.0,0.0,0.0,0.0
GO:0042791,0.0,0.0,0.0,0.0,0.0,0.0
GO:1903934,0.0,0.0,0.0,0.0,0.0,0.0
GO:0017176,0.0,0.0,0.0,0.0,0.0,0.0
GO:0030643,7.17193556222659e-05,0.00012144490920177176,0.0,0.0005002961463209832,0.00023421649361498974,0.00018553538095200214
GO:0032432,0.0,0.0,0.0,0.0,0.0,0.0
GO:0009325,0.0,0.00040556809347778614,0.0002189594847981838,0.0006684537885689144,1.971776186268656e-18,0.00025859627336897724
GO:0015046,0.0,0.0,0.0,0.0,0.0,0.0
GO:0004803,0.0,0.0,0.0,0.0,0.00011086220502507459,2.217244100501492e-05
GO:0033229,0.0,0.0,0.0,0.0,0.0,0.0
GO:0018850,0.0,0.0,0.0,3.127211913254118e-19,0.0,6.254423826508236e-20
GO:0001682,0.0,0.0,0.00020448962518409747,9.996926634868876e-05,0.0,6.089177830655725e-05
GO:0031116,0.0,0.0,0.0,0.0,0.0,0.0
GO:0043631,0.0,0.0,0.0,0.0,0.0,0.0
GO:0008481,0.0,0.0,0.0,0.0,0.0,0.0
GO:0033389,0.0,0.0,0.0,0.0,0.0,0.0
GO:0102121,0.0,0.0,4.683133873710124e-06,0.0,0.0,9.366267747420248e-07
GO:0005355,0.0,0.0006473852071682322,0.0,9.439850168190759e-05,0.0,0.00014835674177002796
GO:0004078,0.0,0.0,0.0,0.0,0.0,0.0
GO:0005749,0.0,0.0,0.0,0.0,0.0,0.0
GO:0034368,0.0,0.0,0.0,0.0,0.0,0.0
GO:0031303,0.0,0.0,0.0,0.0,0.0,0.0
GO:0071942,0.0,0.0,0.0,1.7172161128961776e-18,0.0,3.4344322257923554e-19
GO:0052596,0.0,0.0,0.0,0.0,0.0,0.0
GO:0106262,0.0,0.0,0.0,0.0,0.0,0.0
GO:0000290,0.0,0.0,0.0,0.0,0.0,0.0
GO:0009236,0.0,0.0,0.0,0.00022200728276537874,0.0,4.440145655307575e-05
GO:0015934,0.0,0.0,4.7045218344910194e-05,0.0,0.0,9.40904366898204e-06
GO:0015846,0.0,0.0,0.0,0.0,0.0,0.0
GO:0008796,0.0,0.0,9.006806700482307e-05,0.0,0.0003863363078286219,9.5280874966689e-05
GO:0043041,0.0,0.0,0.0,0.0,0.0,0.0
GO:0030136,0.0,1.8086192060204368e-18,0.0,0.0,0.0,3.6172384120408733e-19
GO:0000150,0.00025813627126144897,0.0,1.114258870523077e-19,0.00039513542692026907,0.00042231133029938553,0.00021511660569622075
GO:0030133,0.0,0.0,0.0,0.0,0.0,0.0
GO:0061672,0.0,0.0,0.0,0.0,0.0,0.0
GO:1900051,0.0,0.0,0.0,0.0,0.0,0.0
GO:0103045,0.0,0.0,0.0,0.0,0.0,0.0
GO:0005102,0.0,0.0,0.0,0.0,0.0,0.0
GO:0005615,0.0,0.0,0.0,2.9868064804141334e-19,0.0003719986653319977,7.43997330663996e-05
GO:0046210,0.0,0.0,0.0,0.00023547169811320817,0.0,4.7094339622641635e-05
GO:0061911,0.0,0.0,0.0,0.0,0.0,0.0
GO:0010867,0.0,0.0,0.0,0.0,0.0,0.0
GO:0003938,0.0,4.63209593863446e-06,0.0,0.0005591691148003901,0.00042149809564113143,0.0001970598612760312
GO:1990838,0.0,0.0,0.0,0.0,0.0,0.0
GO:0015293,0.0,0.0,0.00010734732188114149,0.0,0.0004619059698968398,0.00011385065835559625
GO:0001927,0.0,0.0,0.0,0.0,0.0,0.0
GO:0044260,0.0,0.0005488381358884749,0.0,0.0,0.0,0.00010976762717769499
GO:0055105,0.0,0.0,0.0,0.0,0.0,0.0
GO:0110001,0.0002520659089542693,0.0,0.0,0.00034979994118538226,0.002091679439071226,0.0005387090578421756
GO:0045159,0.0,0.0,0.0,0.0,0.0,0.0
GO:0015483,0.0,0.00030084099136730723,0.0,0.0,0.0,6.016819827346145e-05
GO:0007091,0.0,0.0,0.0,0.0,0.0,0.0
GO:0050416,0.0,0.0,0.0,0.0,0.0,0.0
GO:0060003,0.0,0.0,0.0,0.0,5.126378690051217e-19,1.0252757380102434e-19
GO:0033750,0.0,0.0,0.0,0.0,0.0,0.0
GO:0060304,0.0,0.00011860518115448168,0.0,0.0,0.0,2.3721036230896337e-05
GO:0001015,0.0,0.0,0.0,0.0,0.0,0.0
GO:0005983,0.0,0.0,0.0,8.336839562203546e-19,0.0,1.667367912440709e-19
GO:0097030,0.0,0.0,1.2532344647039702e-18,0.0,0.0,2.5064689294079406e-19
GO:0060548,0.0,0.0,0.0,0.0,0.0,0.0
GO:0001080,0.0,0.0,0.0,0.0,0.0,0.0
GO:0006887,0.0,0.0,0.0,0.0,0.0,0.0
GO:0072545,0.0,0.0,0.0,0.0,0.0,0.0
GO:0006979,0.0001514869156181594,0.0,0.0,0.0,0.0,3.029738312363188e-05
GO:0050378,0.0,0.0021788171340896842,0.0006194201766934112,0.004011500752888833,0.0,0.0013619476127343857
GO:0046889,0.0,0.0,0.0,0.0,0.0,0.0
GO:0006631,0.00031427421633676726,0.0,0.00023460274636879854,0.0,0.0,0.00010977539254111315
GO:0015453,0.0,0.0,0.0,0.0,0.0,0.0
GO:0040001,0.0,0.0,0.0,0.0,0.0,0.0
GO:0052934,0.0,0.0,0.0,0.0,0.0,0.0
GO:1902554,0.0,0.0,0.0,0.0,0.0,0.0
GO:0043529,0.0,0.0,0.0,0.0,0.0,0.0
GO:0034638,0.0,0.0,0.0,0.0,0.0,0.0
GO:1905184,0.0,0.0,0.0,5.5057655227255155e-05,0.0,1.1011531045451032e-05
GO:1990841,0.0,0.0,0.0,0.0,7.9157459807689775e-19,1.5831491961537955e-19
GO:0006842,0.0,0.0,0.0,0.0,3.0312357035112285e-18,6.062471407022457e-19
GO:0008168,0.0,0.0,0.0,0.0,0.0,0.0
GO:0019354,0.0008510118662178582,0.00015522496540569416,7.932410450700051e-05,0.0,0.0,0.00021711218722611056
GO:0015925,0.00377423947403264,0.0,0.0016878357966281943,0.0,0.0,0.0010924150541321669
GO:0070822,0.0,0.0,0.0,0.0,0.0,0.0
