0,Model_0,Model_1,Model_2,Average
GO:0009378,0.0,0.0,0.0,0.0
GO:1990328,1.4968431422505926e-18,0.0,0.0,4.989477140835308e-19
GO:0046316,0.0001992275730961166,0.0001845196341801693,5.069920329823321e-05,0.00014481547019150638
GO:0000118,0.0,0.0,0.0,0.0
GO:0008526,0.0,0.0,0.0,0.0
GO:0008787,0.0,0.0005902029391840427,0.0,0.00019673431306134755
GO:0031578,0.0,0.0,0.0,0.0
GO:0071788,0.0,0.0,0.0,0.0
GO:0008935,6.010584975988025e-05,0.0,0.0,2.0035283253293417e-05
GO:0006493,0.0,0.00015122196019891302,0.0,5.040732006630434e-05
GO:0070056,0.0,0.0,0.0,0.0
GO:0050140,0.0,0.0003516012567522875,8.757206159330055e-19,0.00011720041891742946
GO:0070025,0.0,0.0,0.0,0.0
GO:0050343,0.0,0.0001652826995292746,0.0,5.509423317642486e-05
GO:0006067,0.0,0.0,0.0,0.0
GO:0106029,0.0,0.000700288532772188,0.0017337256567372416,0.00081133806316981
GO:0052692,0.00017093558493582527,0.0002568538338804011,0.0,0.00014259647293874214
GO:0016120,0.0,0.0,0.0,0.0
GO:0000121,0.0,0.0,0.0,0.0
GO:1905117,0.0,0.0,0.0,0.0
GO:1901799,0.0,0.0,0.0,0.0
GO:0018729,0.003545573752647379,0.002586519732228361,0.0,0.0020440311616252466
GO:0000821,0.0,0.0,0.0,0.0
GO:0004133,0.0,0.0,0.0,0.0
GO:0006646,0.00013722224255957772,0.0,0.0,4.5740747519859244e-05
GO:0003884,0.0,0.0,0.0,0.0
GO:0000922,5.430812318599832e-19,0.0,0.0,1.8102707728666105e-19
GO:0046208,0.0,0.0,0.0,0.0
GO:0052832,0.0,0.0,0.0011764130548285682,0.00039213768494285604
GO:0006879,0.0,0.0,0.0011347743165924958,0.0003782581055308319
GO:0071453,0.0,0.0,0.0,0.0
GO:0015891,1.0037439531397563e-05,3.2422878833343205e-05,0.0,1.415343945491359e-05
GO:0031468,0.0,0.0,0.0,0.0
GO:0009390,0.0,0.0,0.0,0.0
GO:0015140,0.0,0.0,0.0,0.0
GO:0055130,0.0,0.0,0.0,0.0
GO:0006213,0.0,0.0,0.0,0.0
GO:0004530,0.0,0.0,0.0,0.0
GO:0008933,0.0,0.0,0.0,0.0
GO:0051026,0.0,0.0,0.0,0.0
GO:0019062,9.269580522147338e-06,0.00014982818588968398,0.0,5.3032588803943776e-05
GO:0004252,0.0,0.0,0.003680792875840265,0.0012269309586134217
GO:0034628,0.0,0.00021583998981083592,0.0,7.194666327027864e-05
GO:1904669,0.0,0.0,0.0,0.0
GO:0016297,0.0,0.0,0.0015267996889694237,0.0005089332296564745
GO:0052665,0.002165979195454268,0.0006097461030339789,0.0019426902092193991,0.001572805169235882
GO:0033699,0.0,0.0,0.0,0.0
GO:0030123,0.0,0.0,0.0,0.0
GO:1901682,0.0,0.0,0.0,0.0
GO:0007062,5.727809709432985e-05,0.0,0.0,1.9092699031443284e-05
GO:1902208,0.0,0.0,0.0,0.0
GO:0000900,0.0,0.0,0.0,0.0
GO:0045002,0.0,0.0,0.0,0.0
GO:0051058,0.0,0.0,0.0,0.0
