0,Model_0,Model_1,Model_2,Model_3,Model_4,Model_5,Model_6,Model_7,Model_8,Model_9,Model_10,Model_11,Model_12,Model_13,Model_14,Model_15,Model_16,Model_17,Model_18,Model_19,Average
GO:0102340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0007229,0.0,0.0,0.00020730302825011903,0.0016594344313307372,0.0,0.0,0.00030780693229672765,0.0003144371747257594,0.0,0.0,0.0,0.00033146345460532175,0.0,0.0,0.0005266737301063419,0.0,0.0,0.0,0.000286944056368579,0.0015764584971782486,0.0002605260652430917
GO:0007166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0047975,0.0,0.0,0.0010107172075343581,0.0,0.002678827990268433,0.0,0.00023075986794293538,1.1861926673666133e-19,0.0018211871527114565,0.0,0.0,0.000601821449631403,0.0,0.0,0.0011945838137488601,0.004361683238636359,0.0,0.0,0.0002305031063120762,8.000771158665929e-05,0.000610504576918627
GO:0016593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0034968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0006415,0.0,8.883973169687489e-05,0.0,0.0,8.878741755454033e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017567307692307713,0.0,0.0,0.00043376654608313773,0.0,0.00011441078943831189
GO:0045921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0042791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:1903934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0017176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0030643,0.0,0.0,0.0,0.0,5.077914132508001e-05,0.0,0.0003793375091390771,0.0,0.0,0.0,0.0,0.0,9.397417532095649e-19,0.001189825403023368,0.0,0.0,0.0006804370575345608,0.0,7.24044539282648e-05,0.0,0.00011863917824751755
GO:0032432,0.0,0.0,0.0,0.0,0.0,0.0,0.0003147657157175768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.573828578587884e-05
GO:0009325,0.0,0.0,0.0,0.0,0.0006257779521789265,0.00020381924691617123,0.0008070194736513152,0.0,0.0,0.0,0.0,0.0008993468044769247,0.0,0.0,0.0005233199328633824,0.0,0.0,0.0,2.4737167594310724e-05,0.0003098553356372001,0.00016969379566591155
GO:0015046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0004803,0.0,0.0,0.0,0.0,0.00011981215975289303,0.0,0.0,9.45112933783465e-19,0.0,0.0,0.0,2.8260222445003943e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.990607987644713e-06
GO:0033229,0.0,0.0,0.0,0.0,0.0,0.0,6.386843957465416e-05,0.0,0.0005554233627411501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0964590115790215e-05
GO:0018850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0001682,0.0,0.0,0.0,0.0,0.0,0.0,0.00011908559276980293,0.0,0.0,0.0,0.0,0.00042155414257613014,0.0,0.0,0.0,0.0,5.130911543085131e-06,0.0,0.0001900942574920759,0.0,3.679324521905471e-05
GO:0031116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0043631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.063561397320835e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.652743148541457e-05,1.8263715742707488e-06
GO:0008481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0033389,0.0,0.00038983469035282485,0.0,0.0,0.0,0.0,0.00012991593628829248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.687888198757851e-05,2.783147543143479e-05
GO:0102121,0.0,0.0,0.0,0.0,8.079038302428584e-05,0.0,0.0002212307120282578,0.0002993321870872884,0.0,0.0,0.0,0.0001066107236402227,0.0,0.0,0.0,0.0,0.0003582524670044325,0.0,1.1645566829015462e-05,7.844983837870653e-05,5.781559389961046e-05
GO:0005355,0.0,0.0,0.0002823334432976729,0.0,0.00011225703255198486,0.0,0.0006255955477527341,0.00011658266545484577,0.0,0.0,0.0,0.00021285199980273175,0.0,0.0,0.0004774101497177573,0.0,0.0007282564754826896,0.0,0.0,0.003230681564446686,0.00028929844392535514
