0,Model_0,Model_1,Model_2,Average
GO:0102340,0.0,0.0,0.0,0.0
GO:0007229,0.0,0.0,0.0014588389131124538,0.00048627963770415126
GO:0007166,0.0,0.0,0.0,0.0
GO:0047975,0.0006350927065212766,0.0,0.004173437978713243,0.0016028435617448397
GO:0016593,2.9479524411630696e-19,0.0,0.0,9.826508137210232e-20
GO:0034968,0.0,0.0,0.0,0.0
GO:0006415,8.658008658008635e-05,0.0,0.0,2.8860028860028782e-05
GO:0045921,0.0,0.0,0.0,0.0
GO:0042791,6.470964052738184e-19,0.0,0.0,2.1569880175793946e-19
GO:1903934,0.0,0.0,1.0404538027634368e-18,3.468179342544789e-19
GO:0017176,0.0,0.0,0.0,0.0
GO:0030643,9.601253849881973e-05,0.0,0.0004148170446619119,0.0001702765277202439
GO:0032432,0.0,0.0,0.0,0.0
GO:0009325,0.0,0.0,0.0,0.0
GO:0015046,0.0,0.0,0.0,0.0
GO:0004803,2.8441968001801733e-19,0.0,0.000269091673574389,8.969722452479641e-05
GO:0033229,0.0,0.0,0.0,0.0
GO:0018850,0.0,0.0,0.0,0.0
GO:0001682,0.0,0.0,0.0,0.0
GO:0031116,0.0,0.0,0.0,0.0
GO:0043631,0.0,0.0,0.0,0.0
GO:0008481,0.0,0.0,0.0,0.0
GO:0033389,0.0,0.0,4.8161760215555446e-05,1.6053920071851816e-05
GO:0102121,4.991463486584937e-05,0.0,0.0,1.663821162194979e-05
GO:0005355,0.0022643816508448843,0.0,5.630999868069925e-19,0.0007547938836149616
GO:0004078,0.0,0.0,0.0,0.0
GO:0005749,0.0,0.0,0.0,0.0
GO:0034368,0.0,0.0,0.0,0.0
GO:0031303,0.0,0.0,0.0,0.0
GO:0071942,0.0,0.0,0.0,0.0
GO:0052596,0.00015952260580673092,0.0,0.0,5.317420193557697e-05
GO:0106262,0.0,0.0,0.0,0.0
GO:0000290,0.0,0.0,0.0,0.0
GO:0009236,0.0,0.0,0.0007147572387776709,0.0002382524129258903
GO:0015934,0.0001492846775865641,0.0,0.0,4.976155919552137e-05
GO:0015846,0.0025182547402299725,0.002507421977445584,0.0,0.0016752255725585186
GO:0008796,0.0,0.0,0.0,0.0
GO:0043041,0.0,0.0,0.0,0.0
GO:0030136,0.0,0.0,0.0,0.0
GO:0000150,0.00020671834625322915,0.0,0.0,6.890611541774305e-05
GO:0030133,0.0,0.0,0.0,0.0
GO:0061672,0.0,0.0,0.0,0.0
GO:1900051,4.123685520036292e-19,0.0,0.0,1.3745618400120973e-19
GO:0103045,0.0,0.0,0.00021513579231675873,7.171193077225291e-05
GO:0005102,0.0,0.0,0.0,0.0
GO:0005615,5.566540150626922e-05,0.0,0.00023678877749824987,9.74847263348397e-05
GO:0046210,0.0,0.0,1.0143790363807127e-18,3.3812634546023754e-19
GO:0061911,0.0,0.0,0.0,0.0
GO:0010867,0.0,0.0,0.0,0.0
GO:0003938,0.0,0.0,0.0,0.0
GO:1990838,4.4914127910751255e-18,0.0,0.0,1.4971375970250418e-18
GO:0015293,0.0,0.0,0.0005127276998876189,0.00017090923329587298
GO:0001927,0.0,0.0,0.0,0.0
GO:0044260,0.0035165954414083586,0.004410738540944169,0.0005205291380406577,0.002815954373464395
GO:0055105,0.0,0.0,0.0,0.0
GO:0110001,0.0005552416962908297,0.0,7.545192290907847e-05,0.00021023120639996942
GO:0045159,0.0,0.0,0.0,0.0
GO:0015483,0.0,0.0,0.0003443895593095375,0.00011479651976984583
GO:0007091,0.0,0.0,0.0,0.0
GO:0050416,0.0,0.0,0.0,0.0
GO:0060003,0.0,0.0,0.0,0.0
GO:0033750,2.6103458019460483e-18,0.0,0.0,8.701152673153495e-19
GO:0060304,0.0,0.0,0.0,0.0
GO:0001015,0.0,0.0,1.0004424570457556e-18,3.334808190152519e-19
GO:0005983,0.0,0.0,0.0,0.0
GO:0097030,9.499759499759504e-05,0.0,0.0,3.166586499919835e-05
GO:0060548,0.0,0.0,0.0,0.0
GO:0001080,0.0,0.0,0.0,0.0
GO:0006887,0.0,0.0,0.0,0.0
GO:0072545,0.0,0.0,0.0,0.0
GO:0006979,0.0001353110599078343,0.0,0.00011572689212955102,8.36793173457951e-05
