0,Model_0,Model_1,Model_2,Average
GO:0009378,0.0,0.0,0.000286551854452382,9.551728481746067e-05
GO:1990328,0.0,0.0,9.469549327685149e-20,3.156516442561716e-20
GO:0046316,0.0013495943225450427,0.0,8.345752608047673e-05,0.00047768394954183986
GO:0000118,0.0,0.0,0.0,0.0
GO:0008526,0.0,0.0,0.0,0.0
GO:0008787,0.0,0.004702648244099019,0.0001426229508196718,0.0016150903983062302
GO:0031578,0.0,0.0,0.0,0.0
GO:0071788,0.0,0.0,0.0,0.0
GO:0008935,0.0,0.0,0.0002687415112722676,8.958050375742253e-05
GO:0006493,0.0,0.0,0.0001381955980066443,4.60651993355481e-05
GO:0070056,0.0,0.0,0.0,0.0
GO:0050140,0.0,0.0,2.1260552808803165e-05,7.0868509362677215e-06
GO:0070025,0.0,0.0,0.0,0.0
GO:0050343,0.0,0.0,3.971062746989349e-20,1.3236875823297831e-20
GO:0006067,0.0,0.0,4.585703797364775e-19,1.528567932454925e-19
GO:0106029,0.0,0.0,0.00029420662076951276,9.806887358983759e-05
GO:0052692,0.0,0.0,0.0,0.0
GO:0016120,0.0,0.0,0.0,0.0
GO:0000121,0.0,0.0,0.0,0.0
GO:1905117,0.0,0.0,0.0,0.0
GO:1901799,0.0,0.0,0.0,0.0
GO:0018729,0.0,0.0,0.000858950014288863,0.000286316671429621
GO:0000821,0.0,0.0,0.0,0.0
GO:0004133,0.0013404660344766802,0.0,0.00012423939085413646,0.00048823514177693893
GO:0006646,0.0,0.0,0.00010433862433862418,3.477954144620806e-05
GO:0003884,0.0020605627073124444,0.0,0.00024496769138716964,0.0007685101328998714
GO:0000922,0.0,0.0,0.0,0.0
GO:0046208,0.0,0.0,0.0,0.0
GO:0052832,0.0,0.0,0.0001155447934159418,3.851493113864726e-05
GO:0006879,0.0,0.0,0.0,0.0
GO:0071453,0.0,0.0,0.0,0.0
GO:0015891,0.0,0.0,0.00029728035512062017,9.909345170687338e-05
GO:0031468,0.0,0.0,0.0,0.0
GO:0009390,0.0,0.0,0.0,0.0
GO:0015140,0.0,0.0,0.0,0.0
GO:0055130,0.0,0.0,0.0006551891519465389,0.00021839638398217964
GO:0006213,0.0,0.0,0.0001371189570646015,4.570631902153383e-05
GO:0004530,0.0,0.0,0.0,0.0
GO:0008933,0.0,0.0,0.0,0.0
GO:0051026,0.0,0.0,0.0,0.0
GO:0019062,0.0,0.0,4.783163265306106e-05,1.5943877551020352e-05
GO:0004252,0.0,0.0,0.00013480023519925265,4.4933411733084216e-05
GO:0034628,0.0,0.0,0.00011979440806030984,3.993146935343661e-05
GO:1904669,0.0,0.0,0.0,0.0
GO:0016297,0.0,0.0,0.00023012556420478613,7.670852140159537e-05
GO:0052665,0.0,0.0,8.081055019082096e-05,2.6936850063606987e-05
GO:0033699,0.0,0.0,0.0,0.0
GO:0030123,0.0,0.0,0.0,0.0
GO:1901682,0.0,0.0,0.0,0.0
GO:0007062,0.0,0.0,0.00028077810402684516,9.359270134228172e-05
GO:1902208,0.0,0.0,3.9029310354278635e-05,1.3009770118092878e-05
GO:0000900,0.0,0.0,0.0,0.0
GO:0045002,0.0,0.0,0.0,0.0
GO:0051058,0.0,0.0,4.202784344628317e-05,1.4009281148761057e-05
GO:0009313,0.0,0.0,0.0001541425818882468,5.13808606294156e-05
GO:0000210,0.00022033803759692014,0.0,0.00030209814025112516,0.00017414539261601512
GO:0000019,0.0,0.0,0.0,0.0
GO:1904377,0.0,0.0,0.0,0.0
GO:0000277,0.0,0.0,0.0,0.0
GO:0005793,0.0,0.0,0.0,0.0
GO:0051957,0.0,0.0,0.0,0.0
GO:0070651,0.0,0.0,4.092741935483859e-05,1.364247311827953e-05
GO:0030490,0.009121758003513957,0.0,4.019202858099807e-05,0.003053983344031652
GO:1990877,0.0,0.0,6.634865872774994e-20,2.2116219575916645e-20
GO:0052903,0.0,0.0,0.0,0.0
GO:1900233,0.0,0.0,0.0,0.0
GO:0030788,0.0,0.0,0.0,0.0
GO:0032585,0.0,0.0,0.0,0.0
GO:0019404,0.0,0.0,0.0,0.0
GO:0000393,0.0,0.0,0.0,0.0
GO:0006998,0.0,0.0,0.0,0.0
GO:0016920,0.0,0.0,0.00023867429013509978,7.955809671169993e-05
GO:0036055,1.0996150033691827e-18,0.0,0.0,3.6653833445639423e-19
GO:0031333,0.0,0.0,0.0,0.0
GO:0160013,0.0,0.0,0.00010422086051363184,3.474028683787728e-05
GO:0044804,0.0,0.0,0.0,0.0
GO:0000480,0.0,0.0,0.0,0.0
GO:0047443,0.0,0.0,0.00015873015873015916,5.2910052910053055e-05
GO:0003973,0.0,0.0,0.0004890661830187092,0.00016302206100623638
GO:0006896,0.0,0.0,0.0,0.0
GO:0032014,0.0,0.0,0.0,0.0
GO:0070395,0.0,0.0,0.0,0.0
GO:0004396,0.0,0.0,0.00010259033689996082,3.419677896665361e-05
GO:0043773,0.0,0.0,0.0006531520040324152,0.00021771733467747172
GO:0000123,0.0,0.0,0.0,0.0
GO:0050129,0.0,0.0,0.0,0.0
GO:0065004,0.0,0.0,0.0,0.0
GO:0008047,0.0,0.0,0.00016773099413474379,5.5910331378247926e-05
GO:0019239,0.0,0.0,0.0004904593337901578,0.00016348644459671926
GO:0017038,0.0,0.0,0.00017599185070819339,5.866395023606446e-05
GO:0004813,0.0,0.0018205068671009548,0.0001434885870950152,0.0006546651513986567
GO:0017061,0.0,0.0,0.0004427286008615118,0.0001475762002871706
GO:0006826,0.0,0.0,0.0,0.0
GO:0008987,0.0,0.0,0.00026921725408757176,8.973908469585725e-05
GO:0006227,0.0,0.0,0.0,0.0
GO:0030688,0.0,0.0,0.0,0.0
GO:1990426,0.0,0.0,0.0,0.0
GO:0070298,0.0,0.0,2.8221806195596385e-05,9.407268731865462e-06
GO:0005881,0.0,0.0,0.0,0.0
GO:0046872,0.0,0.0,1.2657762506028542e-19,4.219254168676181e-20
GO:0004040,0.0,0.0,0.0007151365209449746,0.00023837884031499153
GO:1904184,0.0,0.0,0.0,0.0
GO:0004401,0.0,0.0,7.75512879334075e-05,2.585042931113583e-05
GO:0031176,0.0,0.0,0.00077367489940936,0.00025789163313645337
GO:0045740,0.0,0.0,0.0,0.0
GO:1902394,0.0,0.0,0.0,0.0
GO:0004760,0.0,0.0,8.218382028572781e-06,2.739460676190927e-06
GO:0004592,0.0,0.0,0.0008000026573039761,0.0002666675524346587
GO:0009399,0.0,0.0,0.0,0.0
GO:0034728,0.0,0.0,0.0,0.0
GO:0046358,0.0,0.0,0.0,0.0
GO:0006307,0.0,0.002985322376701439,0.0,0.0009951074589004797
GO:0015254,0.0,0.0,0.00012118113739858222,4.039371246619407e-05
GO:0000390,0.0,0.0,0.0,0.0
GO:0000153,0.0,0.0,0.0,0.0
GO:0070626,0.0,0.0,0.00033140636346836605,0.00011046878782278868
GO:0003785,0.0,0.0,0.0,0.0
GO:0106158,0.0,0.0,0.0,0.0
GO:0004751,0.0,0.0,0.0001366586031817398,4.5552867727246604e-05
GO:0004491,0.0,0.0,0.000253052943529134,8.4350981176378e-05
GO:0051321,0.0,0.0,0.0,0.0
GO:0019634,0.0,0.0,0.00046578574279725244,0.00015526191426575082
GO:0009236,0.0033986237756154073,0.0,0.00016629659486802194,0.001188306790161143
GO:0005677,0.0,0.0,0.0,0.0
GO:0031370,0.0,0.0,7.505826094851846e-05,2.501942031617282e-05
GO:0052742,0.0,0.0,0.0,0.0
GO:0046688,0.0,0.0,0.0,0.0
GO:0006379,0.0,0.0,0.0,0.0
GO:0043625,0.0,0.0,0.0,0.0
GO:0006955,0.0,0.0,0.0,0.0
GO:0102148,0.0,0.0,0.00010372021985000489,3.4573406616668297e-05
GO:0090352,0.0,0.0,7.981995601880203e-20,2.6606652006267344e-20
GO:0034515,0.0,0.0,0.0,0.0
GO:0005576,0.0,0.0,0.00012403161212684995,4.134387070894998e-05
GO:0004773,0.0,0.0,0.0,0.0
GO:0016094,0.0,0.0,9.30701951110114e-05,3.1023398370337136e-05
GO:0016600,0.0,0.0,0.0002170039529564844,7.23346509854948e-05
GO:0046464,0.0,0.0,0.0,0.0
GO:0006529,0.0,0.0,0.0,0.0
GO:0000938,0.0,0.0,0.00019598011108181847,6.53267036939395e-05
GO:0097036,0.0,0.0,0.0,0.0
GO:0047343,0.0,0.0,0.00034018005163672754,0.00011339335054557585
GO:0006935,0.0,0.0016890213611525096,0.00038874322808891564,0.0006925881964138085
GO:0008300,0.0,0.0,0.0,0.0
GO:0008963,0.0064176943837605084,0.0,0.0,0.002139231461253503
GO:0008296,0.0,0.0,0.0,0.0
GO:0009083,0.0,0.0,0.0002593495934959352,8.644986449864507e-05
GO:0006811,0.0,0.0,0.00010563237701880739,3.521079233960246e-05
GO:0043629,0.0,0.0,0.0,0.0
GO:0018230,0.0,0.0,0.0,0.0
GO:0102443,0.0,0.0,0.0,0.0
GO:0010391,0.0,0.0,0.00027887329905826335,9.295776635275445e-05
GO:0034473,0.0,0.0,0.0,0.0
GO:0006273,0.0,0.0,0.0,0.0
GO:0009636,0.0,0.0,0.0,0.0
GO:0033927,0.0,0.0,0.00023152861360040312,7.717620453346771e-05
GO:0090110,0.0,0.0,0.0,0.0
GO:0070569,0.0024736278088476633,0.0,0.00010295117688041237,0.0008588596619093585
GO:0000773,0.0,0.0,0.0,0.0
GO:0001096,0.0,0.0,0.0,0.0
GO:0140042,0.0,0.0,0.0,0.0
GO:0046052,0.0,2.496375628415914e-18,1.0441575035661833e-19,8.669304595908441e-19
GO:0097176,0.0,0.0,0.0,0.0
GO:0009301,0.0,0.0,0.0,0.0
GO:0031389,0.0,0.0,0.0,0.0
GO:0032366,0.0,0.0,0.0,0.0
GO:0015341,0.0,0.0,0.0,0.0
GO:0000025,0.0,0.0,0.0,0.0
GO:0097268,0.0,0.0,0.0,0.0
GO:0102130,0.0,4.3425802999369206e-05,3.897811590119274e-05,2.746797296685398e-05
GO:0008659,0.0,0.0011246410526698433,3.130026939550824e-05,0.00038531377402178387
GO:0046689,0.0,0.0,6.940189682414027e-19,2.313396560804676e-19
GO:0052730,0.0,0.0,0.0005572573574692983,0.0001857524524897661
GO:0008913,0.0,0.0,1.657171132344901e-19,5.523903774483003e-20
GO:0019103,0.0,0.0,0.0,0.0
GO:0006566,0.0,0.0,0.0,0.0
GO:0004708,0.0,0.0,0.0,0.0
GO:0000032,0.0,0.0,0.0,0.0
GO:0032994,0.0,0.0,0.0,0.0
GO:0007535,0.0,0.0,3.933679950510199e-05,1.3112266501700664e-05
GO:0043818,0.0,0.0,0.0,0.0
GO:0015829,0.0,0.0,0.00015925171844948552,5.3083906149828505e-05
