0,Model_0,Model_1,Model_2,Model_3,Model_4,Model_5,Model_6,Model_7,Model_8,Model_9,Model_10,Model_11,Model_12,Model_13,Model_14,Model_15,Model_16,Model_17,Model_18,Model_19,Average
GO:0009378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016866253568195835,0.0,0.0,0.0,0.0,0.0,0.0,5.235198474994388e-05,0.0,0.0,0.0,0.0,0.0,1.1050726021595112e-05
GO:1990328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5434200200503557e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2717100100251778e-20
GO:0046316,9.281797860981543e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006809642890442338,0.0,0.0005450446493924759,0.0005800596407636635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.030342896001872e-05
GO:0000118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0008526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5815890172988336e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.907945086494168e-20
GO:0008787,0.0005758307182562887,0.0010889031573144412,0.0,0.0,0.0008131311170707337,0.0,1.9955012137814345e-05,0.0004147367330339149,0.0,0.0,0.0,0.00019988242210464466,2.0910409690380125e-18,0.0,9.580285336164392e-05,0.001362158705150333,0.007732805423572315,0.0,0.0014399424487143806,7.264957264957258e-05,0.0006907899081683044
GO:0031578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0071788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0008935,0.0,0.0006285834336026276,0.0001007722007722007,0.0,3.837233818258536e-05,0.0026943329709600335,0.0,0.0,0.0,0.0,0.0,0.0,0.0001598173515981743,0.0,0.0,0.0,0.0,0.0,0.0,0.0008225677214150757,0.00022222230082653485
GO:0006493,0.0,0.0,0.0,0.0,0.00048252602046317737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021465491469589617,0.0,0.0005184192625288423,0.0,0.0,0.0,6.078000988439579e-05
GO:0070056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
